Statistiche Fantacalcio 2021-22 Italia ;;;;;;;;;;;;;;;;
Id;R;Nome;Squadra;Pg;Mv;Mf;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
2861;P;SEMPER;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
2865;D;AINA;Torino;1;6;6;0;0;0;0;0;0;0;0;0;0
2869;D;DJIDJI;Torino;1;6;6;0;0;0;0;0;0;0;0;0;0
4179;A;GONZALEZ N.;Fiorentina;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4200;A;GIROUD;Milan;1;6;6;0;0;0;0;0;0;0;0;0;0
4237;D;DANILO;Juventus;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4245;D;SMALLING;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4268;A;ARNAUTOVIC;Bologna;1;7;10;1;0;0;0;0;0;0;0;0;0
4270;P;RUI PATRICIO;Roma;1;6,5;5,5;0;1;0;0;0;0;0;0;0;0
4285;C;ARTHUR;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4287;C;LOBOTKA;Napoli;1;6;6;0;0;0;0;0;0;0;0;0;0
4292;D;HERNANDEZ T.;Milan;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4307;D;ROMERO;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
4312;P;MAIGNAN;Milan;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4323;D;ZEEGELAAR;Udinese;1;0;0;0;0;0;0;0;0;0;0;0;0
4324;A;OKAKA;Udinese;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4329;D;NIKOLAOU;Spezia;1;6;5,5;0;0;0;0;0;0;0;1;0;0
4331;D;IBANEZ;Roma;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4332;D;DEMIRAL;Atalanta;1;6;5,5;0;0;0;0;0;0;0;1;0;0
4346;A;MILLICO;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
4359;A;PICCOLI;Atalanta;1;7;10;1;0;0;0;0;0;0;0;0;0
4364;C;GAETANO;Napoli;1;6;6;0;0;0;0;0;0;0;0;0;0
4366;D;ARMINI;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
4371;A;RASPADORI;Sassuolo;1;7;10;1;0;0;0;0;0;0;0;0;0
4374;D;WALUKIEWICZ;Cagliari;1;5;5;0;0;0;0;0;0;0;0;0;0
4375;D;TERZIC;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
4376;C;ZURKOWSKI;Empoli;1;6;6;0;0;0;0;0;0;0;0;0;0
4377;C;CASTROVILLI;Fiorentina;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4384;C;JAGIELLO;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
4385;C;LAZARO;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
4389;C;ANDERSON A.;Lazio;1;6;6;0;0;0;0;0;0;0;0;0;0
4393;C;SCHOUTEN;Bologna;1;5;5;0;0;0;0;0;0;1;0;1;0
4397;D;VAVRO;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
4401;D;GABBIA;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
4403;D;CHABOT;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
4404;C;THORSBY;Sampdoria;1;6;6;0;0;0;0;0;0;0;0;0;0
4406;D;TRIPALDELLI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
4407;D;IGOR;Fiorentina;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4409;D;RRAHMANI;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
4411;C;AGOUME;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
4412;D;RODRIGO BECAO;Udinese;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4414;D;DENSWIL;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4415;C;SKOV OLSEN;Bologna;1;0;0;0;0;0;0;0;0;0;0;0;0
4421;D;AUGELLO;Sampdoria;1;5;5;0;0;0;0;0;0;0;0;0;0
4422;D;TOMIYASU;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4423;C;HERNANI;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4426;D;TOLJAN;Sassuolo;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4427;C;MALINOVSKYI;Atalanta;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4428;D;DE LIGT;Juventus;1;6;6;0;0;0;0;0;0;0;0;0;0
4430;A;CRISTO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
4433;D;ZORTEA;Salernitana;1;6;6;0;0;0;0;0;0;0;0;0;0
4435;A;COLLEY E.;Spezia;1;6;6;0;0;0;0;0;0;0;0;0;0
4441;P;ANDRENACCI;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
4449;C;TONALI;Milan;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4453;A;TORREGROSSA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
4459;C;ROVELLA;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4461;D;ZAPPA;Cagliari;1;6;5,5;0;0;0;0;0;0;0;1;0;0
4465;C;FAGIOLI;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4477;A;LA MANTIA;Empoli;1;0;0;0;0;0;0;0;0;0;0;0;0
4479;C;ELMAS;Napoli;1;7;10;1;0;0;0;0;0;0;0;0;0
4491;P;BERARDI A.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
4493;D;DAWIDOWICZ;Verona;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4494;D;EMPEREUR;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
4495;D;KUMBULLA;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4498;C;HENDERSON L.;Empoli;1;6;6;0;0;0;0;0;0;0;0;0;0
4500;A;DI CARMINE;Verona;1;5;4,5;0;0;0;0;0;0;0;1;0;0
4501;C;OBIANG;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4507;A;TUTINO;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
4510;A;RAFAEL LEAO;Milan;1;6;6;0;0;0;0;0;0;0;0;0;0
4514;C;NANDEZ;Cagliari;1;7;7;0;0;0;0;0;0;0;0;0;0
4515;C;AGUDELO;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
4517;A;LOZANO;Napoli;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4519;D;CETIN;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
4521;D;MULDUR;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4522;C;AMRABAT;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
4525;P;GEMELLO;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
4530;D;KYRIAKOPOULOS;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4661;A;OSIMHEN;Napoli;1;4,5;3,5;0;0;0;0;0;0;0;0;1;0
4681;C;LOPEZ M.;Sassuolo;1;6,5;6;0;0;0;0;0;0;0;1;0;0
4725;C;DEMME;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
4751;D;TOMORI;Milan;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4825;C;DIAZ B.;Milan;1;7,5;10,5;1;0;0;0;0;0;0;0;0;0
4867;P;TURATI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4869;C;DOMINGUEZ;Bologna;1;6;6;0;0;0;0;0;0;0;0;0;0
4881;D;CZYBORRA;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
4884;A;CARLES PEREZ;Roma;1;0;0;0;0;0;0;0;0;0;0;0;0
4885;C;VILLAR;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4886;C;PEREIRO;Cagliari;1;6;6;0;0;0;0;0;0;0;0;0;0
4888;D;SUTALO;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
4890;C;TAMEZE;Verona;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4891;D;SOUMAORO;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4892;C;SAELEMAEKERS;Milan;1;6;6;0;0;0;0;0;0;0;0;0;0
4894;C;HARASLIN;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4895;D;YOSHIDA;Sampdoria;1;6;6;0;0;0;0;0;0;0;0;0;0
4896;C;MALDINI;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
4899;D;SINGO;Torino;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4919;C;BALDURSSON;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4921;C;ASKILDSEN;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
4925;D;CARBONI;Cagliari;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4932;D;BALLARINI;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
4934;D;LOVATO;Atalanta;1;0;0;0;0;0;0;0;0;0;0;0;0
4935;C;LADINETTI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
4936;A;MANZARI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4938;A;MORO;Lazio;1;6;6;0;0;0;0;0;0;0;0;0;0
4945;D;CALAFIORI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4946;D;FRABOTTA;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
4950;D;DALLE MURA;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
4953;C;PALUMBO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
4957;P;MONTIPO';Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
4964;P;VICARIO;Empoli;1;5;2;0;3;0;0;0;0;0;0;0;0
4965;C;MARIN;Cagliari;1;6;7;0;0;0;0;0;0;1;0;0;0
4973;C;MCKENNIE;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4975;C;ESCALANTE;Lazio;1;0;0;0;0;0;0;0;0;0;0;0;0
4976;D;KALULU;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
4977;P;RAVAGLIA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
4978;C;DAMSGAARD;Sampdoria;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4979;D;AYHAN;Sassuolo;1;0;0;0;0;0;0;0;0;0;0;0;0
4981;P;KRAPIKAS;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
4982;D;ERLIC;Spezia;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4983;D;FERRER;Spezia;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4984;D;RAMOS;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
4985;D;VIGNALI;Spezia;1;0;0;0;0;0;0;0;0;0;0;0;0
4988;C;MAGGIORE;Spezia;1;6;6;0;0;0;0;0;0;0;0;0;0
4992;A;GYASI;Spezia;1;7;9,5;1;0;0;0;0;0;0;1;0;0
4994;D;VOJVODA;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
4995;C;SEGRE;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
4996;P;PANDUR;Verona;1;5,5;2,5;0;3;0;0;0;0;0;0;0;0
4997;D;RUEGG;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
4998;D;MOLINA N.;Udinese;1;6;6;0;0;0;0;0;0;0;0;0;0
5001;C;MIRANCHUK;Atalanta;1;6;6;0;0;0;0;0;0;0;0;0;0
5004;A;FORESTIERI;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
5005;P;ZOET;Spezia;1;5;3;0;2;0;0;0;0;0;0;0;0
5007;C;ILIC;Verona;1;6;6;0;0;0;0;0;0;0;0;0;0
5010;D;ISMAJLI;Empoli;1;5,5;5;0;0;0;0;0;0;0;1;0;0
5012;A;MURIQI;Lazio;1;0;0;0;0;0;0;0;0;0;0;0;0
5017;D;BALLO-TOURE';Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
5119;C;SAMARDZIC;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
5233;A;MAYORAL;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5286;C;AKPA AKPRO;Lazio;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5287;C;ARSLAN;Udinese;1;6;6;0;0;0;0;0;0;0;0;0;0
5292;A;LAMMERS;Atalanta;1;6;6;0;0;0;0;0;0;0;0;0;0
5298;C;POBEGA;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
5300;D;HICKEY;Bologna;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5304;P;BOER;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5306;P;ALIA;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5310;A;HAUGE;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
5311;A;SHOMURODOV;Roma;1;6,5;7,5;0;0;0;0;0;0;1;0;0;0
5312;C;LEO' SENA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5316;D;AMIONE;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5323;D;MARTINEZ QUARTA;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5329;C;MAKENGO;Udinese;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5332;D;BASTONI S.;Spezia;1;7;9,5;1;0;0;0;0;0;0;1;0;0
5336;A;NZOLA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5354;D;RUGGERI;Salernitana;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
5355;D;UDOGIE;Udinese;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5365;D;DRAGUSIN;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5375;D;MAEHLE;Atalanta;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5378;A;ODDEI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
5391;A;KOKORIN;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5397;C;KOVALENKO;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5398;D;REYNOLDS;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5420;C;DARBOE;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5422;C;ZALEWSKI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5423;C;BOVE;Roma;1;0;0;0;0;0;0;0;0;0;0;0;0
5439;A;KALLON;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5444;C;CORTINOVIS;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
5445;D;BINKS;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5446;A;VAN HOOIJDONK;Bologna;1;0;0;0;0;0;0;0;0;0;0;0;0
5447;D;ALTARE;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
5448;P;FURLAN;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5449;D;PARISI;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5450;D;STOJANOVIC;Empoli;1;6,5;6;0;0;0;0;0;0;0;1;0;0
5451;C;BAJRAMI;Empoli;1;7;8;0;0;0;0;0;0;1;0;0;0
5452;C;DAMIANI;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5453;C;RICCI S.;Empoli;1;6;6;0;0;0;0;0;0;0;0;0;0
5454;A;MANCUSO;Empoli;1;6;6;0;0;0;0;0;0;0;0;0;0
5455;A;MOREO;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5456;D;FERRARINI;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5457;C;MALEH;Fiorentina;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5458;A;MUNTEANU;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5459;A;BUKSA;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
5460;A;SATRIANO;Inter;1;6;6;0;0;0;0;0;0;0;0;0;0
5461;D;KAMENOVIC;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5462;C;CIERVO;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5463;D;AYA;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5464;D;BOGDAN;Salernitana;1;6;6;0;0;0;0;0;0;0;0;0;0
5465;D;SY;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5466;D;STRANDBERG;Salernitana;1;4,5;3,5;0;0;0;0;0;0;0;0;1;0
5467;C;BOULTAM;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5468;C;CAVION;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5469;C;DI TACCHIO;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5470;C;SCHIAVONE;Salernitana;1;0;0;0;0;0;0;0;0;0;0;0;0
5471;A;DJURIC;Salernitana;1;6;6;0;0;0;0;0;0;0;0;0;0
5472;A;KRISTOFFERSEN;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5473;D;KAIQUE ROCHA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5475;D;AMIAN;Spezia;1;6,5;7,5;0;0;0;0;0;0;1;0;0;0
5476;C;KORNVIG;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5477;A;WARMING;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
5478;P;MAENPAA;Venezia;1;5,5;3,5;0;2;0;0;0;0;0;0;0;0
5479;D;CECCARONI;Venezia;1;5;4,5;0;0;0;0;0;0;0;1;0;0
5480;D;EBUEHI;Venezia;1;5,5;5;0;0;0;0;0;0;0;1;0;0
5481;D;MAZZOCCHI;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5482;D;MODOLO;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5483;D;SCHNEGG;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5484;D;SVOBODA;Venezia;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5485;C;BJARKASON;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5486;C;CRNIGOJ;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5487;C;HEYMANS;Venezia;1;6;5,5;0;0;0;0;0;0;0;1;0;0
5488;C;FIORDILINO;Venezia;1;5,5;5;0;0;0;0;0;0;0;1;0;0
5489;C;PECILE;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5490;C;PERETZ;Venezia;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5491;C;TAUGOURDEAU;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5492;C;TESSMANN;Venezia;1;5,5;5;0;0;0;0;0;0;0;1;0;0
5493;A;BOCALON;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5494;A;DI MARIANO;Venezia;1;5;5;0;0;0;0;0;0;0;0;0;0
5495;A;FORTE;Venezia;1;5,5;5;0;0;0;0;0;0;0;1;0;0
5496;A;JOHNSEN;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
5498;D;CASALE;Verona;1;6;6;0;0;0;0;0;0;0;0;0;0
5499;C;HONGLA;Verona;1;6;6;0;0;0;0;0;0;0;0;0;0
5500;A;CANCELLIERI;Verona;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5501;C;SIGURDSSON A.;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
5502;P;ADAMONIS;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5503;D;KECHRIDA;Salernitana;1;6;6;0;0;0;0;0;0;0;0;0;0
5504;C;COULIBALY L.;Salernitana;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5505;A;KAIO JORGE;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5506;A;EKUBAN;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
5507;C;BUSIO;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5508;C;VACCA;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5509;D;VINA;Roma;1;6;6;0;0;0;0;0;0;0;0;0;0
5510;C;ROMERO L.;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5511;C;MATHEUS HENRIQUE;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
5512;A;DE LUCA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5513;D;DUMFRIES;Inter;1;0;0;0;0;0;0;0;0;0;0;0;0
5514;D;VASQUEZ;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
5515;A;OKEREKE;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5516;C;BIANCO;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5517;C;YEPES;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5518;P;MARFELLA;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5519;C;SHER;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5520;D;CAMBIASO;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5521;P;BERTINATO;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5523;A;BIANCHI F.;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5524;D;SERPE;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5525;A;GALAZZI;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
5526;D;SCALVINI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
5527;D;ZANOLI;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5528;P;ZOVKO;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
