Statistiche Fantacalcio Stagione 2022 23  Italia;;;;;;;;;;;;;;;;;
Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
6168;C;"M;C";Faticanti;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
6170;C;C;Gineitis;Torino;2;6;5,5;0;0;0;0;0;0;0;2;0;0
6175;C;"M;C";Barrenechea;Juventus;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
4661;A;Pc;Osimhen;Napoli;32;6,77;9,17;26;0;0;3;2;1;4;4;0;0
2764;A;Pc;Martinez L.;Inter;37;6,39;8,14;21;0;0;2;1;1;6;3;0;0
309;A;A;Dybala;Roma;25;6,6;8,2;12;0;0;5;5;0;6;4;0;0
531;A;A;Berardi;Sassuolo;24;6,52;8,04;12;0;0;8;7;1;7;7;0;0
4510;A;A;Rafael Leao;Milan;34;6,32;7,75;15;0;0;0;0;0;7;5;1;0
4730;A;"W;A";Lookman;Atalanta;30;6,38;7,83;13;0;0;3;3;0;6;3;0;0
5672;A;Pc;Dia;Salernitana;33;6,27;7,82;16;0;0;1;1;0;5;4;0;0
479;A;Pc;Sanabria;Torino;31;6,23;7,47;12;0;0;1;1;0;4;4;0;0
785;A;Pc;Immobile;Lazio;29;6,16;7,41;12;0;0;5;4;1;5;3;0;0
2137;A;Pc;Scamacca;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
2531;A;Pc;Lukaku;Inter;25;6,14;7,56;10;0;0;2;2;0;6;1;0;0
4200;A;Pc;Giroud;Milan;33;6,17;7,35;13;0;0;3;3;0;4;6;1;0
5336;A;Pc;Nzola;Spezia;31;6,23;7,42;13;0;0;3;3;0;2;8;0;0
4268;A;Pc;Arnautovic;Bologna;21;6,31;7,67;10;0;0;3;3;0;1;5;0;0
2841;A;Pc;Vlahovic;Juventus;25;5,94;7,04;10;0;0;3;2;1;1;1;0;0
5786;A;Pc;Cabral;Fiorentina;21;6,21;7,31;8;0;0;2;2;0;1;4;0;0
6060;A;A;Lauriente';Sassuolo;28;6,27;7,05;7;0;0;1;1;0;6;8;1;0
647;A;Pc;Dzeko;Inter;29;6,14;7,12;9;0;0;0;0;0;3;3;0;0
6052;A;Pc;Hojlund;Atalanta;30;6,1;7,05;9;0;0;0;0;0;2;1;0;0
5694;A;Pc;Beto;Udinese;33;6,02;6,92;10;0;0;1;1;0;1;2;0;0
2544;A;Pc;Abraham;Roma;34;6,07;6,84;8;0;0;0;0;0;3;2;0;0
4436;A;A;Cambiaghi;Empoli;25;6,26;6,92;6;0;0;0;0;0;1;3;1;0
212;A;Pc;Ciofani D.;Cremonese;22;6,05;6,98;8;0;0;4;3;1;0;1;0;0
2012;A;Pc;Milik;Juventus;27;6,02;6,67;7;0;0;1;0;1;1;1;1;0
2382;A;A;Di Maria;Juventus;25;6,04;6,62;4;0;0;1;1;0;4;1;1;0
2832;A;"W;A";Boga;Atalanta;16;6,16;6,84;2;0;0;0;0;0;5;0;0;0
4179;A;A;Gonzalez N.;Fiorentina;22;6,02;6,77;6;0;0;2;2;0;0;3;0;0
2061;A;Pc;Simeone;Napoli;12;6,33;7,38;4;0;0;0;0;0;1;1;0;0
2489;A;A;Pedro;Lazio;36;6,18;6,58;4;0;0;0;0;0;3;1;0;0
608;A;Pc;Zapata D.;Atalanta;24;5,96;6,27;2;0;0;0;0;0;2;1;0;0
5836;A;Pc;Ceesay;Lecce;30;5,9;6,47;6;0;0;1;1;0;0;2;0;0
5882;A;Pc;Mota;Monza;29;6,09;6,64;5;0;0;0;0;0;2;2;0;0
383;A;Pc;Petagna;Monza;31;5,94;6,45;4;0;0;1;1;0;5;2;0;0
1958;A;A;Caprari;Monza;36;5,96;6,33;5;0;0;1;1;0;2;7;0;0
2325;A;A;Karamoh;Torino;15;6,03;6,77;4;0;0;0;0;0;0;2;0;0
2762;A;A;Kouame';Fiorentina;28;6,05;6,57;4;0;0;0;0;0;5;5;0;0
407;A;A;Gabbiadini;Sampdoria;35;5,84;6,41;7;0;0;0;0;0;2;6;0;0
537;A;A;Sansone;Bologna;15;6,23;7,1;4;0;0;0;0;0;2;2;0;0
2119;A;A;Deulofeu;Udinese;15;6,37;7,07;2;0;0;0;0;0;5;1;0;0
2719;A;A;Barrow;Bologna;29;5,79;6,22;3;0;0;0;0;0;5;3;0;0
4517;A;A;Lozano;Napoli;29;6,07;6,43;3;0;0;1;1;0;3;3;0;0
5515;A;A;Okereke;Cremonese;33;5,88;6,45;7;0;0;1;1;0;0;4;0;0
6026;A;Pc;Dessers;Cremonese;26;5,94;6,54;6;0;0;1;0;1;2;3;0;0
507;A;Pc;Muriel;Atalanta;24;5,85;6,27;3;0;0;1;1;0;3;0;2;0
2369;A;A;Thauvin;Udinese;12;5,58;5,54;0;0;0;0;0;0;0;1;0;0
2756;A;Pc;Piatek;Salernitana;32;5,81;6,23;4;0;0;1;1;0;4;5;0;0
2819;A;Pc;Caputo;Empoli;36;5,78;6,35;6;0;0;2;2;0;3;1;0;0
2438;A;Pc;Jovic;Fiorentina;27;5,85;6,43;6;0;0;1;0;1;2;3;0;0
2475;A;A;Sanchez;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
5086;A;Pc;Zirkzee;Bologna;18;6,03;6,42;2;0;0;0;0;0;2;2;0;0
5854;A;Pc;Tsadjout;Cremonese;18;5,97;6,5;3;0;0;0;0;0;1;1;0;0
495;A;A;Correa;Inter;23;5,78;6,2;3;0;0;0;0;0;1;1;0;0
2097;A;Pc;Kean;Juventus;23;5,8;6,43;6;0;0;0;0;0;0;5;1;0
4184;A;A;Brekalo;Fiorentina;6;6,08;6;0;0;0;0;0;0;0;1;0;0
4923;A;Pc;Colombo;Lecce;26;5,94;6,37;5;0;0;2;1;1;1;4;0;0
6001;A;A;Banda;Lecce;33;6;6,12;2;0;0;0;0;0;1;6;0;0
177;A;A;Ilicic;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
186;A;A;Rebic;Milan;18;5,78;6,31;3;0;0;0;0;0;2;4;0;0
215;A;A;Verde;Spezia;20;5,82;6,25;3;0;0;1;1;0;0;1;0;0
1857;A;A;Di Francesco F.;Lecce;34;5,9;6,07;2;0;0;0;0;0;2;5;0;0
1943;A;Pc;Nestorovski;Udinese;12;5,96;6,5;2;0;0;0;0;0;1;3;0;0
4371;A;A;Raspadori;Napoli;23;5,87;6,2;2;0;0;0;0;0;2;1;0;0
505;A;Pc;Bonazzoli;Salernitana;21;5,88;6,24;2;0;0;0;0;0;2;1;0;0
2038;A;Pc;Pinamonti;Sassuolo;32;5,67;6,06;5;0;0;1;1;0;0;3;1;0
5676;A;A;Success;Udinese;30;5,93;6,17;1;0;0;0;0;0;6;4;0;0
6119;A;A;Solbakken;Roma;9;5,78;6,22;1;0;0;0;0;0;2;2;0;0
4359;A;Pc;Piccoli;Empoli;16;5,75;6,12;2;0;0;0;0;0;0;0;0;0
5292;A;Pc;Lammers;Sampdoria;31;5,66;5,9;2;0;0;0;0;0;2;1;0;0
5460;A;Pc;Satriano;Empoli;26;5,85;6,06;2;0;0;0;0;0;1;4;0;0
5471;A;Pc;Djuric;Verona;24;5,9;5,98;1;0;0;0;0;0;0;3;0;0
5842;A;Pc;Botheim;Salernitana;16;5,81;6,12;1;0;0;0;0;0;3;2;0;0
643;A;A;Defrel;Sassuolo;25;5,76;5,98;2;0;0;0;0;0;1;3;0;0
2466;A;Pc;Origi;Milan;21;5,57;5,88;2;0;0;0;0;0;1;1;0;0
5071;A;A;Jese';Sampdoria;7;6;6,57;1;0;0;0;0;0;1;0;0;0
5394;A;Pc;Gaich;Verona;15;5,83;6,03;2;0;0;0;0;0;0;2;0;1
5734;A;A;Soule';Juventus;7;6;6,43;1;0;0;0;0;0;0;0;0;0
5864;A;A;Buonaiuto;Cremonese;23;5,96;6,04;1;0;0;1;1;0;0;3;0;0
6145;A;A;Ngonge;Verona;13;5,96;6,65;3;0;0;0;0;0;1;2;0;0
441;A;Pc;Belotti;Roma;22;5,66;5,61;0;0;0;1;0;1;2;0;0;0
568;A;Pc;Quagliarella;Sampdoria;18;5,89;6,06;1;0;0;0;0;0;1;2;0;0
2103;A;Pc;Pellegri;Torino;11;5,95;6,45;2;0;0;0;0;0;1;3;0;0
5311;A;Pc;Shomurodov;Spezia;17;5,65;5,85;1;0;0;0;0;0;1;2;0;0
5439;A;A;Kallon;Verona;22;5,8;5,95;1;0;0;0;0;0;1;1;0;0
5845;A;Pc;Alvarez A.;Sassuolo;11;5,86;6,23;1;0;0;0;0;0;1;1;0;0
90;A;Pc;Lasagna;Verona;25;5,66;5,78;1;0;0;0;0;0;1;2;0;0
2842;A;"W;A";Zanimacchia;Cremonese;14;5,82;5,75;0;0;0;0;0;0;0;2;0;0
5494;A;A;Di Mariano;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
5529;A;Pc;Henry;Verona;15;5,87;6,13;2;0;0;0;0;0;0;4;0;0
5714;A;Pc;Gondo;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
315;A;Pc;Zaza;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
5690;A;Pc;Strelec;Spezia;6;6;6;0;0;0;0;0;0;0;0;0;0
5806;A;"W;A";Seck;Torino;9;6;6;0;0;0;0;0;0;0;0;0;0
2195;A;A;Ounas;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
2409;A;A;Ribery;Salernitana;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
2530;A;Pc;Ibrahimovic;Milan;4;5,88;6,62;1;0;0;1;1;0;0;0;0;0
5673;A;A;Antiste;Sassuolo;2;6;7,5;1;0;0;0;0;0;0;0;0;0
5728;A;A;Afena-Gyan;Cremonese;20;5,6;5,5;0;0;0;0;0;0;0;4;0;0
5881;A;Pc;Gytkjaer;Monza;15;5,63;5,63;1;0;0;1;0;1;0;0;0;0
472;A;Pc;Destro;Empoli;10;5,8;6;1;0;0;0;0;0;0;3;0;0
1998;A;A;Pjaca;Empoli;13;5,65;5,62;0;0;0;0;0;0;0;1;0;0
4500;A;Pc;Di Carmine;Cremonese;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5814;A;Pc;Cisse';Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
5843;A;A;Valencia D.;Salernitana;6;5,67;5,58;0;0;0;0;0;0;0;1;0;0
5865;A;A;Strizzolo;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
1839;A;"W;A";Edera;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
2826;A;"W;A";Pussetto;Sampdoria;4;5,5;5,38;0;0;0;0;0;0;0;1;0;0
4938;A;A;Moro;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5378;A;A;Oddei;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
5391;A;Pc;Kokorin;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5395;A;"W;A";Braaf;Verona;6;5,67;5,58;0;0;0;0;0;0;0;1;0;0
5436;A;Pc;Raimondo;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5472;A;Pc;Kristoffersen;Salernitana;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5500;A;A;Cancellieri;Lazio;6;5,83;5,83;0;0;0;0;0;0;0;4;0;0
5505;A;Pc;Kaio Jorge;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5512;A;Pc;De Luca;Sampdoria;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5716;A;A;Podgoreanu;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5785;A;Pc;Lazetic;Milan;0;0;0;0;0;0;0;0;0;0;1;0;0
5802;A;Pc;Mikael;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5837;A;Pc;Voelkerling Persson;Lecce;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5874;A;A;Rodriguez P.;Lecce;3;6;6;0;0;0;0;0;0;0;0;0;0
6063;A;A;Sanca;Spezia;1;6;6;0;0;0;0;0;0;0;0;0;0
6113;A;Pc;Montevago;Sampdoria;5;5,7;5,6;0;0;0;0;0;0;0;1;0;0
6143;A;Pc;Krollis;Spezia;1;6;6;0;0;0;0;0;0;0;0;0;0
6160;A;Pc;Vivaldo;Udinese;1;6;6;0;0;0;0;0;0;0;0;0;0
6172;A;A;Vorlicky;Atalanta;1;6;6;0;0;0;0;0;0;0;0;0;0
