2174;D;VENUTI;Fiorentina;4;4;0
2120;D;BASTONI;Inter;4;4;0
2289;D;DALBERT;Fiorentina;4;3;1
4472;D;MECCARIELLO;Lecce;4;4;0
1847;D;CALDARA;Milan;4;4;0
640;D;CHIRICHES;Sassuolo;4;4;0
139;D;DERMAKU;Parma;4;4;0
2801;D;IACOPONI;Parma;4;4;0
4421;D;AUGELLO;Sampdoria;4;4;0
4403;D;CHABOT;Sampdoria;4;4;0
630;D;SALA;SPAL;4;4;0
517;D;DELL'ORCO;Lecce;4;4;0
418;D;GOLDANIGA;Genoa;4;4;0
521;D;PELUSO;Sassuolo;4;3;1
2788;D;BREMER;Torino;4;4;0
2280;D;NUYTINCK;Udinese;4;4;0
2795;D;TER AVEST;Udinese;4;4;0
4494;D;EMPEREUR;Verona;4;4;0
4496;D;VITALE L;Verona;4;4;0
169;D;TOMOVIC;SPAL;4;4;0
287;D;CACERES;Fiorentina;4;4;0
4529;D;ANKERSEN;Genoa;4;4;0
4393;C;SCHOUTEN;Bologna;4;4;0
1872;C;DESSENA;Brescia;4;4;0
2116;C;FARAGO';Cagliari;4;4;0
2290;C;EYSSERIC;Fiorentina;4;4;0
2804;C;SCOZZARELLA;Parma;4;4;0
405;C;VALDIFIORI;SPAL;4;3;1
434;C;JAJALO;Udinese;4;4;0
81;C;DI GAUDIO;Verona;4;4;0
4515;C;AGUDELO;Genoa;4;4;0
2146;A;HAN;Juventus;4;4;0
2839;A;SOTTIL;Fiorentina;4;3;1
2841;A;VLAHOVIC;Fiorentina;4;4;0
1998;A;PJACA;Juventus;4;4;0
380;A;MATRI;Brescia;4;4;0
1839;A;EDERA;Torino;4;4;0
2468;P;OSPINA;Napoli;3;3;0
47;D;GASTALDELLO;Brescia;3;3;0
4374;D;WALUKIEWICZ;Cagliari;3;3;0
2664;D;EL YAMIQ;Genoa;3;2;1
254;D;DIMARCO;Inter;3;3;0
261;D;RANOCCHIA;Inter;3;2;1
1999;D;LUKAKU J;Lazio;3;3;0
393;D;LUPERTO;Napoli;3;3;0
262;D;SANTON;Roma;3;3;0
824;D;ADJAPONG;Verona;3;3;0
491;D;SALAMON;SPAL;3;3;0
4495;D;KUMBULLA;Verona;3;1;2
1858;C;KREJCI;Bologna;3;3;0
2744;C;SVANBERG;Bologna;3;3;0
4327;C;OLIVA;Cagliari;3;3;0
2075;C;CRISTOFORO;Fiorentina;3;3;0
2659;C;DABO;Fiorentina;3;3;0
172;C;BORJA VALERO;Inter;3;3;0
4476;C;TABANELLI;Lecce;3;3;0
2855;C;VIEIRA;Sampdoria;3;4;-1
4338;C;JANKOVIC;SPAL;3;3;0
611;P;RAFAEL;Cagliari;2;1;1
4331;D;IBANEZ;Atalanta;2;2;0
4443;D;CURCIO;Brescia;2;2;0
4444;D;SEMPRINI;Brescia;2;2;0
4454;D;PINNA;Cagliari;2;1;1
2752;D;RASMUSSEN;Fiorentina;2;2;0
2772;D;DURMISI;Lazio;2;2;0
4467;D;JORGE SILVA;Lazio;2;2;0
327;D;PATRIC;Lazio;2;2;0
805;D;FIAMOZZI;Lecce;2;2;0
4399;D;VERA;Lecce;2;2;0
490;D;REGINI;Sampdoria;2;2;0
4406;D;TRIPALDELLI;Sassuolo;2;2;0
2793;D;OPOKU;Udinese;2;2;0
4302;D;SIERRALTA;Udinese;2;2;0
4530;D;KYRIAKOPOULOS;Sassuolo;2;2;0
4450;C;TREMOLADA;Brescia;2;1;1
1871;C;DEIOLA;Cagliari;2;2;0
2213;C;CASSATA;Genoa;2;2;0
2646;C;SANDRO;Genoa;2;2;0
4389;C;ANDERSON A;Lazio;2;2;0
1976;C;MAZZITELLI;Sassuolo;2;2;0
1982;C;PARIGINI;Torino;2;2;0
2726;C;DANZI;Verona;2;2;0
4455;A;RAGATZU;Cagliari;2;2;0
2048;A;LO FASO;Lecce;2;2;0
4507;A;TUTINO;Verona;2;1;1
2657;A;ANTONUCCI;Roma;2;2;0
2297;P;ROSSI F;Atalanta;1;1;0
4;P;SPORTIELLO;Atalanta;1;1;0
40;P;DA COSTA;Bologna;1;1;0
42;P;SARR M;Bologna;1;1;0
4440;P;ALFONSO;Brescia;1;1;0
4441;P;ANDRENACCI;Brescia;1;1;0
1946;P;ARESTI;Cagliari;1;1;0
4351;P;BRANCOLINI;Fiorentina;1;1;0
2294;P;CEROFOLINI;Fiorentina;1;1;0
2815;P;TERRACCIANO;Fiorentina;1;1;0
4325;P;JANDREI;Genoa;1;1;0
318;P;MARCHETTI;Genoa;1;1;0
2761;P;VODISEK;Genoa;1;1;0
248;P;BERNI;Inter;1;1;0
543;P;PADELLI;Inter;1;1;0
218;P;PERIN;Juventus;1;1;0
1930;P;PINSOGLIO;Juventus;1;1;0
317;P;GUERRIERI;Lazio;1;1;0
2770;P;PROTO;Lazio;1;1;0
4468;P;BLEVE;Lecce;1;1;0
2809;P;VIGORITO;Lecce;1;1;0
216;P;DONNARUMMA AN;Milan;1;1;0
387;P;REINA;Milan;1;1;0
570;P;KARNEZIS;Napoli;1;1;0
412;P;COLOMBI;Parma;1;1;0
2781;P;FUZATO;Roma;1;1;0
41;P;MIRANTE;Roma;1;1;0
2836;P;OLSEN;Cagliari;1;1;0
2134;P;FALCONE;Sampdoria;1;1;0
510;P;PEGOLO;Sassuolo;1;1;0
4485;P;THIAM D;SPAL;1;1;0
2790;P;ROSATI;Torino;1;1;0
2270;P;ZACCAGNO;Torino;1;1;0
2271;P;NICOLAS;Udinese;1;1;0
673;P;PERISAN;Udinese;1;1;0
4491;P;BERARDI A;Verona;1;1;0
4410;P;BORGHETTO;Verona;1;1;0
3;P;RADUNOVIC;Verona;1;1;0
654;P;ALASTRA;Parma;1;1;0
4518;P;RUSSO A;Sassuolo;1;1;0
4520;P;LETICA;SPAL;1;1;0
4523;P;AVOGADRI;Sampdoria;1;1;0
97;P;SECULIN;Sampdoria;1;1;0
220;P;UJKANI;Torino;1;1;0
4432;D;OKOLI;Atalanta;1;1;0
4365;D;CORBO;Bologna;1;1;0
2747;D;PAZ;Bologna;1;1;0
4504;D;MANGRAVITI;Brescia;1;1;0
4378;D;RANIERI L;Fiorentina;1;1;0
4375;D;TERZIC;Fiorentina;1;1;0
4391;D;CASASOLA;Lazio;1;1;0
4502;D;GALLO;Lecce;1;1;0
4473;D;RICCARDI D;Lecce;1;1;0
4401;D;GABBIA;Milan;1;1;0
2783;D;BIANDA;Roma;1;1;0
4481;D;BOUAH;Roma;1;1;0
2724;D;BUONGIORNO;Torino;1;1;0
457;D;CRESCENZI;Verona;1;1;0
4509;D;CIPRIANO;Lazio;1;1;0
4528;D;GASOLINA WESLEY;Verona;1;1;0
4435;C;COLLEY E;Atalanta;1;1;0
4451;C;VIVIANI M;Brescia;1;1;0
4353;C;MONTIEL;Fiorentina;1;1;0
4459;C;ROVELLA;Genoa;1;1;0
4383;C;ZENNARO;Genoa;1;1;0
4411;C;AGOUME;Inter;1;1;0
4465;C;FAGIOLI;Juventus;1;1;0
4370;C;PORTANOVA;Juventus;1;1;0
2243;C;CICIRETTI;Napoli;1;1;0
4364;C;GAETANO;Napoli;1;1;0
1875;C;MUNARI;Parma;1;1;0
2852;C;RICCARDI;Roma;1;1;0
4486;C;STREFEZZA;SPAL;1;1;0
4490;C;DE ANGELIS;Torino;1;1;0
4499;C;LUCAS FELIPPE;Verona;1;1;0
4436;A;CAMBIAGHI;Atalanta;1;1;0
4359;A;PICCOLI;Atalanta;1;1;0
4368;A;JUWARA;Bologna;1;1;0
606;A;THEREAU;Fiorentina;1;1;0
4463;A;ESPOSITO SE;Inter;1;1;0
2304;A;SALCEDO E;Verona;1;1;0
4387;A;ADORANTE;Parma;1;1;0
4483;A;CANGIANO;Bologna;1;1;0
4508;A;BAHLOULI;Sampdoria;1;1;0
4371;A;RASPADORI;Sassuolo;1;1;0
4346;A;MILLICO;Torino;1;1;0
4489;A;RAUTI;Torino;1;1;0
767;A;TUPTA;Verona;1;1;0
