Quotazioni Fantacalcio Stagione 2022 23;;;;;;;;;;;;
Id;R;RM;Nome;Squadra;Qt.A;Qt.I;Diff.;Qt.A M;Qt.I M;Diff.M;FVM;FVM M
4237;D;"Dd;Ds;E";Danilo;Juventus;15;12;3;15;14;1;41;42
5355;D;"Ds;E";Udogie;Udinese;15;13;2;15;13;2;36;36
5449;D;"Ds;E";Parisi;Empoli;15;8;7;15;8;7;23;23
142;D;"Ds;E";Mario Rui;Napoli;14;9;5;14;9;5;39;39
460;D;Dc;Romagnoli;Lazio;14;11;3;14;11;3;29;30
4292;D;"Ds;E";Hernandez T.;Milan;14;20;-6;14;22;-8;52;52
5332;D;"E;C";Bastoni S.;Spezia;14;12;2;14;13;1;23;23
5481;D;"Dd;E";Mazzocchi;Salernitana;14;7;7;14;7;7;20;20
5835;D;"Dd;Ds;Dc";Baschirotto;Lecce;14;2;12;14;2;12;40;41
5862;D;"Ds;E";Valeri;Cremonese;14;5;9;14;5;9;19;19
695;D;Dc;Toloi;Atalanta;12;8;4;12;8;4;18;19
2296;D;Dc;Mancini;Roma;12;10;2;12;10;2;26;27
4331;D;Dc;Ibanez;Roma;12;9;3;12;9;3;21;22
4751;D;Dc;Tomori;Milan;12;15;-3;12;15;-3;26;27
5480;D;"Dd;E";Ebuehi;Empoli;12;3;9;12;3;9;10;10
5526;D;Dc;Scalvini;Atalanta;12;6;6;12;6;6;24;25
6041;D;Dc;Schuurs;Torino;12;9;3;12;9;3;35;36
256;D;"Ds;Dc";Juan Jesus;Napoli;11;7;4;11;7;4;16;16
2141;D;"Dd;E";Depaoli;Verona;11;4;7;11;4;7;14;14
4332;D;Dc;Demiral;Atalanta;11;13;-2;11;13;-2;20;21
4412;D;Dc;Rodrigo Becao;Udinese;11;10;1;11;10;1;20;21
5375;D;E;Maehle;Atalanta;11;8;3;10;7;3;22;20
5513;D;E;Dumfries;Inter;11;20;-9;11;19;-8;30;28
5847;D;Dc;Bijol;Udinese;11;5;6;11;5;6;15;15
2120;D;Dc;Bastoni;Inter;10;15;-5;10;15;-5;32;32
2160;D;E;Gosens;Inter;10;19;-9;10;18;-8;13;12
2525;D;E;Darmian;Inter;10;9;1;10;8;2;23;22
2788;D;Dc;Bremer;Juventus;10;18;-8;10;18;-8;33;34
2847;D;"Ds;Dc;E";Sernicola;Cremonese;10;3;7;10;4;6;14;15
4409;D;Dc;Rrahmani;Napoli;10;14;-4;10;14;-4;36;36
4994;D;E;Vojvoda;Torino;10;9;1;10;9;1;15;14
5677;D;Dc;Perez N.;Udinese;10;8;2;10;8;2;16;17
5678;D;"Dd;E";Holm;Spezia;10;2;8;10;3;7;20;20
2164;D;"Dd;Dc";Milenkovic;Fiorentina;9;11;-2;9;12;-3;28;29
2739;D;"Ds;E";Reca;Spezia;9;5;4;9;5;4;18;18
5323;D;Dc;Martinez Quarta;Fiorentina;9;4;5;9;4;5;13;13
5498;D;"Dd;Dc";Casale;Lazio;9;9;0;9;10;-1;28;29
5840;D;"Ds;E";Olivera;Napoli;9;7;2;9;7;2;8;8
798;D;Dc;Skriniar;Inter;8;17;-9;8;16;-8;28;28
2169;D;"Ds;Dc;E";Rodriguez R.;Torino;8;7;1;8;8;0;12;13
2188;D;"Dd;Ds;E";Marusic;Lazio;8;7;1;9;8;1;17;18
2263;D;"Dd;E";Lazzari;Lazio;8;10;-2;8;10;-2;30;30
4421;D;"Ds;E";Augello;Sampdoria;8;7;1;8;7;1;11;11
4530;D;"Ds;E";Kyriakopoulos;Bologna;8;6;2;8;6;2;9;9
4976;D;"Dd;Dc";Kalulu;Milan;8;14;-6;8;15;-7;25;26
5239;D;Dc;Llorente D.;Roma;8;8;0;8;8;0;15;15
5520;D;"Dd;Ds;E";Cambiaso;Bologna;8;9;-1;9;10;-1;11;12
140;D;"Dd;Ds;E";Hysaj;Lazio;7;6;1;7;6;1;10;11
226;D;"Dd;Dc";Izzo;Monza;7;3;4;7;3;4;20;20
252;D;"Ds;E";Biraghi;Fiorentina;7;13;-6;7;13;-6;24;24
272;D;Dc;Medel;Bologna;7;7;0;7;7;0;8;8
286;D;Dc;Bonucci;Juventus;7;15;-8;7;15;-8;15;15
357;D;"Dd;E";Calabria;Milan;7;13;-6;7;13;-6;20;20
393;D;"Ds;Dc";Luperto;Empoli;7;5;2;7;6;1;15;16
513;D;Dc;Acerbi;Inter;7;8;-1;7;8;-1;25;25
1852;D;"Ds;E";Spinazzola;Roma;7;12;-5;7;13;-6;10;10
2653;D;"Ds;E";Lykogiannis;Bologna;7;4;3;7;4;3;9;9
2869;D;"Dd;Ds;Dc";Djidji;Torino;7;5;2;7;6;1;12;13
4502;D;"Ds;E";Gallo;Lecce;7;2;5;7;2;5;8;8
4719;D;Dc;Ampadu;Spezia;7;6;1;7;6;1;13;14
4899;D;E;Singo;Torino;7;14;-7;6;13;-7;16;15
4904;D;Dc;Mari';Monza;7;11;-4;7;11;-4;18;18
5010;D;Dc;Ismajli;Empoli;7;3;4;7;3;4;13;13
5885;D;"Dd;E";Dodo';Fiorentina;7;14;-7;7;14;-7;18;18
322;D;Dc;De Vrij;Inter;6;10;-4;6;10;-4;12;13
581;D;"Dd;E";Faraoni;Verona;6;13;-7;6;13;-7;14;14
1891;D;"Dd;Dc";Ceccherini;Verona;6;6;0;6;6;0;14;15
2130;D;E;Hateboer;Atalanta;6;9;-3;6;8;-2;18;16
2583;D;Dc;Umtiti;Lecce;6;7;-1;6;7;-1;17;17
2724;D;"Ds;Dc";Buongiorno;Torino;6;4;2;6;5;1;12;13
2865;D;E;Aina;Torino;6;5;1;6;5;1;14;13
4385;D;E;Lazaro;Torino;6;7;-1;6;6;0;8;9
4433;D;"Dd;Ds;E";Zortea;Sassuolo;6;2;4;6;3;3;10;11
4958;D;"Ds;Dc";Caldirola;Monza;6;4;2;6;4;2;12;13
5838;D;"Dd;Ds;E";Birindelli;Monza;6;3;3;6;4;2;10;10
5867;D;"Dd;Dc";Gendrey;Lecce;6;4;2;6;4;2;11;11
6042;D;Dc;Lucumi';Bologna;6;9;-3;6;10;-4;15;16
6046;D;Dc;Hien;Verona;6;6;0;6;6;0;19;20
6047;D;"Dd;E";Ehizibue;Udinese;6;4;2;6;4;2;8;8
327;D;"Dd;Dc";Patric;Lazio;5;5;0;5;5;0;6;6
1895;D;Dc;Ferrari G.;Sassuolo;5;8;-3;5;8;-3;18;19
2016;D;Dc;Fazio;Salernitana;5;6;-1;5;6;-1;9;9
2184;D;"Dd;Dc";Gravillon;Torino;5;5;0;5;5;0;7;8
2252;D;"Ds;Dc";Marchizza;Sassuolo;5;2;3;5;2;3;1;1
2318;D;"Ds;E";Rogerio;Sassuolo;5;5;0;5;5;0;14;14
2355;D;Dc;Marlon;Monza;5;7;-2;5;7;-2;13;13
2728;D;"Ds;E";Pellegrini Lu.;Lazio;5;7;-2;5;7;-2;14;14
2758;D;Dc;Gunter;Sampdoria;5;5;0;5;5;0;10;10
2784;D;Dc;Colley;Sampdoria;5;9;-4;5;8;-3;15;15
2870;D;Dc;Troost-Ekong;Salernitana;5;5;0;5;5;0;9;9
4891;D;Dc;Soumaoro;Bologna;5;5;0;5;5;0;13;13
4982;D;Dc;Erlic;Sassuolo;5;9;-4;5;9;-4;17;18
5479;D;"Ds;Dc";Ceccaroni;Lecce;5;5;0;5;5;0;7;8
5686;D;"Dd;E";Soppy;Atalanta;5;7;-2;5;7;-2;7;7
45;D;"Dd;Dc";Ferrari A.;Cremonese;4;5;-1;4;5;-1;10;11
49;D;"Ds;Dc;E";Masina;Udinese;4;6;-2;4;7;-3;6;6
554;D;E;Zappacosta;Atalanta;4;11;-7;4;10;-6;12;11
612;D;"Dd;Dc";Bianchetti;Cremonese;4;4;0;4;4;0;5;5
660;D;Dc;Gyomber;Salernitana;4;4;0;4;4;0;10;10
662;D;"Ds;E";Alex Sandro;Juventus;4;8;-4;4;8;-4;14;14
770;D;"Ds;E";Pezzella Giu.;Lecce;4;6;-2;4;6;-2;8;8
787;D;Dc;Djimsiti;Atalanta;4;7;-3;4;7;-3;8;8
2104;D;"Dd;E";Bereszynski;Napoli;4;6;-2;4;6;-2;7;7
2181;D;Dc;Palomino;Atalanta;4;10;-6;4;10;-6;17;18
2280;D;Dc;Nuytinck;Sampdoria;4;7;-3;4;7;-3;13;13
2769;D;Dc;Magnani;Verona;4;3;1;4;3;1;8;8
4329;D;Dc;Nikolaou;Spezia;4;4;0;4;4;0;8;8
4375;D;"Ds;E";Terzic;Fiorentina;4;2;2;4;2;2;3;3
4407;D;"Ds;Dc";Igor;Fiorentina;4;9;-5;4;10;-6;15;16
4426;D;"Dd;E";Toljan;Sassuolo;4;5;-1;4;5;-1;10;10
4493;D;Dc;Dawidowicz;Verona;4;4;0;4;4;0;13;13
4657;D;"Dd;E";Celik;Roma;4;7;-3;4;7;-3;7;7
5017;D;"Ds;E";Ballo-Toure';Milan;4;2;2;4;2;2;4;4
5450;D;"Dd;E";Stojanovic;Empoli;4;7;-3;4;7;-3;6;6
5475;D;"Dd;Dc";Amian;Spezia;4;6;-2;4;6;-2;8;9
5532;D;"Ds;E";Bradaric;Salernitana;4;7;-3;4;7;-3;7;7
5554;D;"Dd;Dc";Daniliuc;Salernitana;4;7;-3;4;8;-4;7;7
5603;D;Dc;Pongracic;Lecce;4;6;-2;4;6;-2;5;5
5691;D;Dc;Zima;Torino;4;5;-1;4;5;-1;6;6
5891;D;"Ds;E";Quagliata;Cremonese;4;3;1;4;3;1;4;4
6002;D;Dc;Aiwu;Cremonese;4;5;-1;4;5;-1;4;4
6027;D;Dc;Lochoshvili;Cremonese;4;3;1;4;3;1;8;8
6028;D;"Dd;Dc";Bronn;Salernitana;4;5;-1;4;5;-1;7;7
6055;D;Dc;Thiaw;Milan;4;6;-2;4;6;-2;3;3
76;D;Dc;Romagnoli S.;Lecce;3;3;0;3;3;0;6;6
244;D;"Dd;E";Ghiglione;Cremonese;3;5;-2;3;5;-2;4;4
358;D;"Dd;Ds;E";De Sciglio;Juventus;3;6;-3;3;7;-4;7;8
1847;D;Dc;Caldara;Spezia;3;6;-3;3;6;-3;8;8
2174;D;"Dd;Ds;E";Venuti;Fiorentina;3;3;0;3;3;0;5;5
2180;D;"Dd;E";Karsdorp;Roma;3;10;-7;3;10;-7;2;2
2633;D;Dc;Kjaer;Milan;3;5;-2;3;5;-2;11;11
4432;D;Dc;Okoli;Atalanta;3;5;-2;3;5;-2;3;3
4887;D;E;Bellanova;Inter;3;8;-5;3;7;-4;4;3
4934;D;Dc;Lovato;Salernitana;3;6;-3;3;6;-3;8;8
5313;D;"Dd;Ds;E";Dest;Milan;3;5;-2;3;6;-3;8;8
5316;D;"Ds;Dc";Amione;Sampdoria;3;2;1;3;3;0;9;10
5354;D;"Ds;E";Ruggeri;Atalanta;3;1;2;3;1;2;4;4
5527;D;"Dd;E";Zanoli;Sampdoria;3;3;0;3;3;0;2;2
5739;D;"Dd;Dc";De Winter;Empoli;3;4;-1;3;5;-2;8;9
5747;D;Dc;Ruan;Sassuolo;3;3;0;3;3;0;7;7
5994;D;"Ds;E";Ebosse;Udinese;3;4;-1;3;4;-1;3;3
6139;D;"Dd;E";Zeefuik;Verona;3;4;-1;3;4;-1;5;5
6153;D;Dc;Wisniewski;Spezia;3;3;0;3;3;0;5;5
118;D;Dc;Radovanovic;Salernitana;2;5;-3;2;5;-3;1;1
139;D;Dc;Dermaku;Lecce;2;4;-2;2;4;-2;2;2
253;D;"Dd;Ds;Dc";D'ambrosio;Inter;2;8;-6;2;9;-7;3;5
294;D;Dc;Rugani;Juventus;2;5;-3;2;5;-3;6;6
487;D;"Dd;E";De Silvestri;Bologna;2;9;-7;2;9;-7;4;4
640;D;Dc;Chiriches;Cremonese;2;5;-3;2;5;-3;7;7
1868;D;"Ds;E";Murru;Sampdoria;2;5;-3;2;5;-3;4;4
2192;D;Dc;Bonifazi;Bologna;2;4;-2;2;4;-2;5;5
2446;D;"Dd;Dc";Donati;Monza;2;4;-2;2;4;-2;2;2
4374;D;Dc;Walukiewicz;Empoli;2;4;-2;2;4;-2;2;2
4378;D;"Ds;Dc;E";Ranieri L.;Fiorentina;2;1;1;2;1;1;1;1
4401;D;Dc;Gabbia;Milan;2;1;1;2;1;1;2;2
4495;D;Dc;Kumbulla;Roma;2;4;-2;2;4;-2;5;5
4870;D;Dc;Adopo;Torino;2;1;1;2;1;1;3;3
4897;D;Dc;Pirola;Salernitana;2;4;-2;2;4;-2;3;3
4960;D;Dc;Tuia;Lecce;2;3;-1;2;3;-1;2;2
4983;D;"Dd;Ds;E";Ferrer;Spezia;2;3;-1;2;4;-2;3;4
5399;D;Dc;Antov;Monza;2;1;1;2;1;1;1;1
5514;D;"Ds;Dc";Vasquez;Cremonese;2;6;-4;2;6;-4;7;7
5750;D;Dc;Ostigard;Napoli;2;7;-5;2;7;-5;8;8
5764;D;Dc;Coppola D.;Verona;2;2;0;2;2;0;3;3
5804;D;"Ds;E";Cacace;Empoli;2;3;-1;2;3;-1;3;3
5831;D;Dc;Gatti;Juventus;2;5;-3;2;5;-3;8;8
5833;D;Dc;Gila;Lazio;2;4;-2;2;4;-2;2;2
5846;D;E;Bayeye;Torino;2;1;1;2;1;1;1;1
5848;D;"Dd;E";Ebosele;Udinese;2;2;0;2;2;0;3;3
5856;D;"Dd;E";Sambia;Salernitana;2;7;-5;2;7;-5;7;7
6043;D;Dc;Sosa;Bologna;2;2;0;2;2;0;1;1
6118;D;"Ds;E";Moutinho J.;Spezia;2;2;0;2;2;0;4;4
11;D;"Dd;E";Conti;Sampdoria;1;3;-2;1;3;-2;1;1
84;D;Dc;Marrone;Monza;1;4;-3;1;4;-3;1;1
144;D;Dc;Tonelli;Empoli;1;1;0;1;1;0;1;1
259;D;Dc;Murillo;Sampdoria;1;3;-2;1;3;-2;6;6
329;D;"Ds;Dc";Radu;Lazio;1;2;-1;1;2;-1;1;1
360;D;Dc;Paletta;Monza;1;2;-1;1;2;-1;1;1
464;D;"Dd;E";Florenzi;Milan;1;7;-6;1;7;-6;2;2
630;D;"E;C";Sala;Spezia;1;5;-4;1;6;-5;3;4
633;D;"Ds;E";Fares;Lazio;1;2;-1;1;2;-1;1;1
2279;D;Dc;Romagna;Sassuolo;1;1;0;1;1;0;1;1
4438;D;"Dd;Ds;E";Cassandro;Lecce;1;1;0;1;1;0;2;2
4521;D;"Dd;E";Muldur;Sassuolo;1;5;-4;1;5;-4;2;2
5424;D;"Dd;Dc";Amey;Bologna;1;1;0;1;1;0;1;1
5740;D;"Dd;E";Zanotti;Inter;1;1;0;1;1;0;1;1
5849;D;"Ds;E";Buta;Udinese;1;1;0;1;1;0;1;1
6021;D;"Dc;Dd";Abankwah;Udinese;1;1;0;1;1;0;1;1
6023;D;Dc;Guessand A.;Udinese;1;1;0;1;1;0;1;1
6039;D;"Ds;Dc";Cabal;Verona;1;3;-2;1;3;-2;2;2
6056;D;Dc;Guarino;Empoli;1;1;0;1;1;0;1;1
6149;D;"Ds;E";Carboni F.;Monza;1;1;0;1;1;0;2;2
5839;C;"W;A";Kvaratskhelia;Napoli;33;18;15;33;18;15;251;251
632;C;"W;A";Zaccagni;Lazio;32;20;12;32;20;12;138;136
4486;C;W;Strefezza;Lecce;27;13;14;27;13;14;70;68
645;C;"C;T";Milinkovic-Savic;Lazio;26;29;-3;26;29;-3;182;182
1870;C;C;Barella;Inter;26;20;6;26;19;7;86;86
152;C;"C;T";Zielinski;Napoli;25;19;6;25;19;6;83;83
2085;C;T;Luis Alberto;Lazio;25;18;7;25;17;8;80;77
335;C;"W;A";Felipe Anderson;Lazio;24;19;5;24;19;5;83;81
2194;C;T;Calhanoglu;Inter;22;19;3;22;18;4;64;64
2848;C;C;Frattesi;Sassuolo;22;16;6;22;16;6;68;68
4479;C;"C;T";Elmas;Napoli;22;11;11;22;11;11;40;39
5001;C;"T;A";Miranchuk;Torino;22;8;14;22;8;14;82;79
5685;C;"C;T";Koopmeiners;Atalanta;22;15;7;22;15;7;70;70
5687;C;"W;T";Vlasic;Torino;22;15;7;22;15;7;61;61
4220;C;"M;C";Zambo Anguissa;Napoli;21;11;10;21;12;9;45;47
4825;C;"W;T";Diaz B.;Milan;21;11;10;21;11;10;43;40
5119;C;T;Samardzic;Udinese;21;8;13;21;8;13;24;22
302;C;"W;T";Pereyra;Udinese;19;18;1;19;18;1;48;46
536;C;"W;A";Politano;Napoli;19;15;4;19;15;4;47;50
2379;C;C;Rabiot;Juventus;19;7;12;19;7;12;36;36
236;C;"E;W";Lazovic;Verona;18;13;5;18;13;5;56;56
5858;C;"C;T";Ferguson;Bologna;18;5;13;18;5;13;43;43
5880;C;"T;A";Ciurria;Monza;18;3;15;18;3;15;23;21
2167;C;"W;A";Orsolini;Bologna;17;15;2;17;15;2;67;65
2741;C;"C;T";Pessina;Monza;17;13;4;17;13;4;38;38
4287;C;"M;C";Lobotka;Napoli;17;11;6;17;12;5;42;43
4711;C;"E;W";Kostic;Juventus;17;15;2;17;18;-1;41;41
5063;C;W;Radonjic;Torino;17;7;10;17;7;10;24;22
367;C;"C;W;T";Bonaventura;Fiorentina;16;14;2;17;16;1;42;46
4449;C;"M;C";Tonali;Milan;16;16;0;16;16;0;45;48
5823;C;"T;A";Baldanzi;Empoli;16;1;15;16;1;15;52;48
5850;C;"C;T";Lovric;Udinese;16;6;10;16;6;10;24;24
530;C;T;Pellegrini Lo.;Roma;15;27;-12;15;26;-11;58;51
795;C;"W;A";El Shaarawy;Roma;15;9;6;15;9;6;25;24
4658;C;"W;A";Ikone';Fiorentina;15;14;1;15;14;1;24;24
332;C;W;Candreva;Salernitana;14;17;-3;14;17;-3;24;23
2077;C;T;Pasalic;Atalanta;13;22;-9;13;21;-8;36;32
2818;C;"M;C";Bennacer;Milan;13;10;3;13;10;3;25;25
4465;C;"C;T";Fagioli;Juventus;13;3;10;13;3;10;24;24
5878;C;"C;T";Colpani;Monza;13;4;9;13;4;9;8;8
303;C;"C;T";Pogba;Juventus;12;24;-12;12;24;-12;30;30
2002;C;"W;A";Chiesa;Juventus;12;25;-13;12;25;-13;73;71
2253;C;C;Bandinelli;Empoli;12;6;6;12;5;7;12;12
2528;C;M;Matic;Roma;12;7;5;12;7;5;13;13
2529;C;"T;A";Mkhitaryan;Inter;12;16;-4;12;16;-4;26;20
4869;C;"M;C";Dominguez;Bologna;12;8;4;12;9;3;26;27
4970;C;W;Messias;Milan;12;14;-2;12;14;-2;20;17
5287;C;"M;C";Arslan;Udinese;12;6;6;12;6;6;10;10
5453;C;"M;C";Ricci S.;Torino;12;7;5;12;7;5;27;28
5884;C;"M;C";Ranocchia F.;Monza;12;2;10;12;2;10;5;5
150;C;"W;T";Saponara;Fiorentina;11;11;0;11;11;0;24;24
265;C;"M;C";Brozovic;Inter;11;15;-4;11;15;-4;36;37
376;C;"W;T";Verdi;Verona;11;13;-2;11;13;-2;10;10
2172;C;T;Barak;Fiorentina;11;22;-11;10;21;-11;20;17
2625;C;"C;T";Soriano;Bologna;11;12;-1;11;12;-1;14;15
6025;C;"E;C";Vilhena;Salernitana;11;8;3;11;9;2;16;17
779;C;"M;C";Cristante;Roma;10;9;1;10;9;1;17;18
827;C;"M;C";Locatelli;Juventus;10;14;-4;10;14;-4;28;29
1978;C;"C;T";Sensi;Monza;10;12;-2;10;12;-2;20;20
5995;C;"T;A";De Ketelaere;Milan;10;21;-11;10;20;-10;18;16
5999;C;C;Gonzalez J.;Lecce;10;2;8;10;2;8;18;18
181;C;"M;C";Vecino;Lazio;9;6;3;9;7;2;8;9
2766;C;"W;A";Zaniolo;Roma;9;19;-10;9;19;-10;5;5
4342;C;T;Duda;Verona;9;9;0;8;8;0;15;13
4965;C;"M;C";Marin;Empoli;9;7;2;9;8;1;12;13
5422;C;"E;W";Zalewski;Roma;9;7;2;9;7;2;22;23
5451;C;T;Bajrami;Sassuolo;9;18;-9;9;17;-8;22;21
5504;C;"M;C";Coulibaly L.;Salernitana;9;6;3;9;6;3;12;13
5813;C;"C;T";Miretti;Juventus;9;2;7;9;2;7;8;8
5844;C;"C;T";Thorstvedt;Sassuolo;9;9;0;9;9;0;13;13
5870;C;"M;C";Hjulmand;Lecce;9;6;3;9;7;2;18;19
22;C;M;De Roon;Atalanta;8;7;1;8;7;1;13;13
333;C;"M;C";Cataldi;Lazio;8;8;0;8;8;0;14;15
1933;C;"M;C";Mandragora;Fiorentina;8;9;-1;8;9;-1;10;10
2008;C;C;Linetty;Torino;8;5;3;8;4;4;7;7
2638;C;"C;T";Wijnaldum;Roma;8;17;-9;8;17;-9;10;10
2825;C;"M;C";Bourabia;Spezia;8;4;4;8;4;4;10;10
2839;C;"W;A";Sottil;Fiorentina;8;8;0;8;8;0;10;10
4515;C;"T;A";Agudelo;Spezia;8;9;-1;7;8;-1;12;11
4896;C;"T;A";Maldini;Spezia;8;2;6;8;2;6;4;4
5784;C;C;Aebischer;Bologna;8;4;4;8;3;5;11;11
5792;C;"C;T";Ederson D.s.;Atalanta;8;13;-5;8;13;-5;25;25
5869;C;"M;C";Blin;Lecce;8;2;6;8;2;6;9;9
1995;C;"W;T";Djuricic;Sampdoria;7;13;-6;7;13;-6;12;12
2161;C;C;Haas;Empoli;7;3;4;7;3;4;8;8
2392;C;M;Walace;Udinese;7;7;0;7;7;0;10;10
6058;C;"M;C";Camara Ma.;Roma;7;7;0;7;8;-1;6;6
468;C;"M;C";Paredes;Juventus;6;13;-7;7;15;-8;12;13
4459;C;"M;C";Rovella;Monza;6;3;3;6;3;3;15;16
4890;C;"M;C";Tameze;Verona;6;14;-8;6;14;-8;17;18
4992;C;"W;A";Gyasi;Spezia;6;10;-4;6;10;-4;15;13
5298;C;"C;T";Pobega;Milan;6;9;-3;6;9;-3;8;8
5486;C;C;Crnigoj;Salernitana;6;5;1;6;5;1;9;9
5511;C;"M;C";Matheus Henrique;Sassuolo;6;6;0;6;7;-1;15;13
5735;C;T;Volpato;Roma;6;1;5;6;1;5;1;1
5857;C;M;Pickel;Cremonese;6;4;2;6;4;2;8;8
6054;C;"M;C";Moro N.;Bologna;6;5;1;6;6;0;8;9
666;C;"C;T";Machin;Monza;5;4;1;5;4;1;11;11
697;C;"E;W";Cuadrado;Juventus;5;15;-10;5;15;-10;30;30
2789;C;"M;C";Meite';Cremonese;5;7;-2;5;8;-3;9;10
4143;C;"C;T";Ndombele';Napoli;5;11;-6;5;11;-6;15;15
4349;C;"M;C";Nicolussi Caviglia;Salernitana;5;3;2;5;3;2;8;8
