Quotazioni Fantacalcio Stagione 2022 23;;;;;;;;;;;;
Id;R;RM;Nome;Squadra;Qt.A;Qt.I;Diff.;Qt.A M;Qt.I M;Diff.M;FVM;FVM M
5822;P;Por;Bagnolini;Bologna;1;1;0;1;1;0;1;1
5841;P;Por;Svilar;Roma;1;1;0;1;1;0;1;1
5853;P;Por;Sorrentino A.;Monza;1;1;0;1;1;0;1;1
5887;P;Por;Ciezkowski;Cremonese;1;1;0;1;1;0;1;1
5890;P;Por;Chiesa M.;Verona;1;1;0;1;1;0;1;1
6029;P;Por;Saro;Cremonese;1;1;0;1;1;0;1;1
6125;P;Por;Vasquez D.;Milan;1;1;0;1;1;0;1;1
6135;P;Por;Turk;Sampdoria;1;1;0;1;1;0;1;1
254;D;"Ds;Dc;E";Dimarco;Inter;19;8;11;19;9;10;39;42
4245;D;Dc;Smalling;Roma;19;14;5;19;14;5;42;43
4292;D;"Ds;E";Hernandez T.;Milan;17;20;-3;17;22;-5;84;84
5851;D;"Ds;E";Doig;Verona;17;6;11;17;6;11;25;25
5877;D;"Ds;E";Carlos Augusto;Monza;17;8;9;17;8;9;28;24
5892;D;Dc;Kim;Napoli;17;13;4;17;13;4;44;45
5355;D;"Ds;E";Udogie;Udinese;16;13;3;16;13;3;36;36
5449;D;"Ds;E";Parisi;Empoli;16;8;8;16;8;8;18;18
460;D;Dc;Romagnoli;Lazio;15;11;4;15;11;4;32;33
5332;D;"E;C";Bastoni S.;Spezia;15;12;3;15;13;2;29;29
5481;D;"Dd;E";Mazzocchi;Salernitana;15;7;8;15;7;8;27;27
142;D;"Ds;E";Mario Rui;Napoli;14;9;5;14;9;5;35;35
2816;D;"Dd;E";Di Lorenzo;Napoli;14;15;-1;14;15;-1;42;42
5862;D;"Ds;E";Valeri;Cremonese;14;5;9;14;5;9;18;18
4237;D;"Dd;Ds;E";Danilo;Juventus;13;12;1;14;14;0;42;43
4412;D;Dc;Rodrigo Becao;Udinese;13;10;3;13;10;3;18;19
4751;D;Dc;Tomori;Milan;13;15;-2;13;15;-2;36;36
5835;D;"Dd;Ds;Dc";Baschirotto;Lecce;13;2;11;13;2;11;29;30
6066;D;"Dd;Dc";Posch;Bologna;13;8;5;14;9;5;16;17
256;D;"Ds;Dc";Juan Jesus;Napoli;12;7;5;12;7;5;18;18
2788;D;Dc;Bremer;Juventus;12;18;-6;12;18;-6;50;51
4331;D;Dc;Ibanez;Roma;12;9;3;12;9;3;17;18
4332;D;Dc;Demiral;Atalanta;12;13;-1;12;13;-1;32;33
5513;D;E;Dumfries;Inter;12;20;-8;11;19;-8;55;52
5526;D;Dc;Scalvini;Atalanta;12;6;6;12;6;6;15;16
6041;D;Dc;Schuurs;Torino;12;9;3;12;9;3;29;30
695;D;Dc;Toloi;Atalanta;11;8;3;11;8;3;16;17
2296;D;Dc;Mancini;Roma;11;10;1;11;10;1;21;22
4976;D;"Dd;Dc";Kalulu;Milan;11;14;-3;10;15;-5;35;35
5847;D;Dc;Bijol;Udinese;11;5;6;11;5;6;20;20
2164;D;"Dd;Dc";Milenkovic;Fiorentina;10;11;-1;10;12;-2;36;37
4994;D;E;Vojvoda;Torino;10;9;1;10;9;1;15;14
5323;D;Dc;Martinez Quarta;Fiorentina;10;4;6;10;4;6;16;16
5480;D;"Dd;E";Ebuehi;Empoli;10;3;7;10;3;7;3;3
5678;D;"Dd;E";Holm;Spezia;10;2;8;11;3;8;16;16
5840;D;"Ds;E";Olivera;Napoli;10;7;3;10;7;3;12;12
2120;D;Dc;Bastoni;Inter;9;15;-6;9;15;-6;35;36
2141;D;"Dd;E";Depaoli;Verona;9;4;5;9;4;5;10;10
2160;D;E;Gosens;Inter;9;19;-10;9;18;-9;23;20
2263;D;"Dd;E";Lazzari;Lazio;9;10;-1;9;10;-1;29;29
2525;D;E;Darmian;Inter;9;9;0;9;8;1;13;11
2739;D;"Ds;E";Reca;Spezia;9;5;4;9;5;4;18;18
2847;D;"Ds;Dc;E";Sernicola;Cremonese;9;3;6;10;4;6;14;15
4409;D;Dc;Rrahmani;Napoli;9;14;-5;9;14;-5;32;32
4530;D;"Ds;E";Kyriakopoulos;Sassuolo;9;6;3;9;6;3;14;14
272;D;Dc;Medel;Bologna;8;7;1;8;7;1;10;10
357;D;"Dd;E";Calabria;Milan;8;13;-5;8;13;-5;15;15
513;D;Dc;Acerbi;Inter;8;8;0;8;8;0;21;21
798;D;Dc;Skriniar;Inter;8;17;-9;8;16;-8;32;33
1852;D;"Ds;E";Spinazzola;Roma;8;12;-4;8;13;-5;17;17
2169;D;"Ds;Dc;E";Rodriguez R.;Torino;8;7;1;9;8;1;13;14
2188;D;"Dd;Ds;E";Marusic;Lazio;8;7;1;8;8;0;18;19
4421;D;"Ds;E";Augello;Sampdoria;8;7;1;8;7;1;13;13
5010;D;Dc;Ismajli;Empoli;8;3;5;8;3;5;12;12
5375;D;E;Maehle;Atalanta;8;8;0;8;7;1;14;12
5520;D;"Dd;Ds;E";Cambiaso;Bologna;8;9;-1;8;10;-2;12;13
5677;D;Dc;Perez N.;Udinese;8;8;0;8;8;0;17;18
226;D;"Dd;Dc";Izzo;Monza;7;3;4;7;3;4;12;12
252;D;"Ds;E";Biraghi;Fiorentina;7;13;-6;7;13;-6;28;28
286;D;Dc;Bonucci;Juventus;7;15;-8;7;15;-8;17;17
2653;D;"Ds;E";Lykogiannis;Bologna;7;4;3;7;4;3;10;10
2869;D;"Dd;Ds;Dc";Djidji;Torino;7;5;2;6;6;0;14;15
4385;D;E;Lazaro;Torino;7;7;0;7;6;1;16;15
4502;D;"Ds;E";Gallo;Lecce;7;2;5;7;2;5;11;11
4719;D;Dc;Ampadu;Spezia;7;6;1;7;6;1;14;15
4899;D;E;Singo;Torino;7;14;-7;6;13;-7;24;21
4904;D;Dc;Mari';Monza;7;11;-4;7;11;-4;15;15
5498;D;"Dd;Dc";Casale;Lazio;7;9;-2;7;10;-3;24;25
5693;D;Dc;Kiwior;Spezia;7;6;1;7;6;1;12;13
5885;D;"Dd;E";Dodo';Fiorentina;7;14;-7;7;14;-7;24;24
140;D;"Dd;Ds;E";Hysaj;Lazio;6;6;0;6;6;0;8;9
322;D;Dc;De Vrij;Inter;6;10;-4;6;10;-4;18;19
327;D;"Dd;Dc";Patric;Lazio;6;5;1;6;5;1;13;13
393;D;"Ds;Dc";Luperto;Empoli;6;5;1;6;6;0;12;13
581;D;"Dd;E";Faraoni;Verona;6;13;-7;6;13;-7;26;26
1891;D;"Dd;Dc";Ceccherini;Verona;6;6;0;6;6;0;14;15
2016;D;Dc;Fazio;Salernitana;6;6;0;6;6;0;13;13
2583;D;Dc;Umtiti;Lecce;6;7;-1;6;7;-1;13;13
2758;D;Dc;Gunter;Verona;6;5;1;6;5;1;14;14
2865;D;E;Aina;Torino;6;5;1;6;5;1;16;15
4958;D;"Ds;Dc";Caldirola;Monza;6;4;2;6;4;2;12;13
5686;D;"Dd;E";Soppy;Atalanta;6;7;-1;6;7;-1;18;18
5867;D;"Dd;Dc";Gendrey;Lecce;6;4;2;6;4;2;11;11
554;D;E;Zappacosta;Atalanta;5;11;-6;4;10;-6;10;9
612;D;"Dd;Dc";Bianchetti;Cremonese;5;4;1;5;4;1;8;8
2130;D;E;Hateboer;Atalanta;5;9;-4;5;8;-3;14;12
2318;D;"Ds;E";Rogerio;Sassuolo;5;5;0;5;5;0;12;12
4426;D;"Dd;E";Toljan;Sassuolo;5;5;0;5;5;0;11;11
4433;D;"Dd;Ds;E";Zortea;Atalanta;5;2;3;5;3;2;3;3
4887;D;E;Bellanova;Inter;5;8;-3;4;7;-3;6;5
5475;D;"Dd;Dc";Amian;Spezia;5;6;-1;5;6;-1;10;11
5603;D;Dc;Pongracic;Lecce;5;6;-1;5;6;-1;14;14
5838;D;"Dd;Ds;E";Birindelli;Monza;5;3;2;6;4;2;11;11
5891;D;"Ds;E";Quagliata;Cremonese;5;3;2;5;3;2;6;6
6042;D;Dc;Lucumi';Bologna;5;9;-4;5;10;-5;13;14
6046;D;Dc;Hien;Verona;5;6;-1;5;6;-1;14;15
45;D;"Dd;Dc";Ferrari A.;Cremonese;4;5;-1;4;5;-1;8;8
49;D;"Ds;Dc;E";Masina;Udinese;4;6;-2;5;7;-2;2;2
660;D;Dc;Gyomber;Salernitana;4;4;0;4;4;0;9;9
662;D;"Ds;E";Alex Sandro;Juventus;4;8;-4;4;8;-4;12;12
770;D;"Ds;E";Pezzella Giu.;Lecce;4;6;-2;4;6;-2;7;7
1847;D;Dc;Caldara;Spezia;4;6;-2;4;6;-2;11;11
1895;D;Dc;Ferrari G.;Sassuolo;4;8;-4;4;8;-4;18;19
2104;D;"Dd;E";Bereszynski;Napoli;4;6;-2;4;6;-2;7;7
2181;D;Dc;Palomino;Atalanta;4;10;-6;4;10;-6;10;10
2280;D;Dc;Nuytinck;Sampdoria;4;7;-3;4;7;-3;7;7
2355;D;Dc;Marlon;Monza;4;7;-3;4;7;-3;13;14
2724;D;"Ds;Dc";Buongiorno;Torino;4;4;0;4;5;-1;6;7
2784;D;Dc;Colley;Sampdoria;4;9;-5;4;8;-4;15;16
4329;D;Dc;Nikolaou;Spezia;4;4;0;4;4;0;9;9
4375;D;"Ds;E";Terzic;Fiorentina;4;2;2;4;2;2;3;3
4407;D;"Ds;Dc";Igor;Fiorentina;4;9;-5;4;10;-6;13;14
4432;D;Dc;Okoli;Atalanta;4;5;-1;4;5;-1;10;11
4493;D;Dc;Dawidowicz;Verona;4;4;0;4;4;0;10;10
4657;D;"Dd;E";Celik;Roma;4;7;-3;4;7;-3;7;7
4891;D;Dc;Soumaoro;Bologna;4;5;-1;4;5;-1;10;10
4982;D;Dc;Erlic;Sassuolo;4;9;-5;4;9;-5;16;17
5017;D;"Ds;E";Ballo-Toure';Milan;4;2;2;4;2;2;4;4
5313;D;"Dd;Ds;E";Dest;Milan;4;5;-1;4;6;-2;8;8
5450;D;"Dd;E";Stojanovic;Empoli;4;7;-3;4;7;-3;12;12
5532;D;"Ds;E";Bradaric;Salernitana;4;7;-3;4;7;-3;12;12
5554;D;"Dd;Dc";Daniliuc;Salernitana;4;7;-3;4;8;-4;17;18
5691;D;Dc;Zima;Torino;4;5;-1;4;5;-1;6;6
5793;D;"Dd;E";Kasius;Bologna;4;2;2;4;2;2;8;8
5994;D;"Ds;E";Ebosse;Udinese;4;4;0;4;4;0;4;4
6002;D;Dc;Aiwu;Cremonese;4;5;-1;4;5;-1;8;8
6027;D;Dc;Lochoshvili;Cremonese;4;3;1;4;3;1;13;13
6028;D;"Dd;Dc";Bronn;Salernitana;4;5;-1;4;5;-1;6;6
6047;D;"Dd;E";Ehizibue;Udinese;4;4;0;4;4;0;4;4
6055;D;Dc;Thiaw;Milan;4;6;-2;4;6;-2;7;7
6139;D;"Dd;E";Zeefuik;Verona;4;4;0;4;4;0;8;8
244;D;"Dd;E";Ghiglione;Cremonese;3;5;-2;3;5;-2;6;6
294;D;Dc;Rugani;Juventus;3;5;-2;3;5;-2;6;6
358;D;"Dd;Ds;E";De Sciglio;Juventus;3;6;-3;3;7;-4;9;10
640;D;Dc;Chiriches;Cremonese;3;5;-2;3;5;-2;10;10
787;D;Dc;Djimsiti;Atalanta;3;7;-4;3;7;-4;8;8
1868;D;"Ds;E";Murru;Sampdoria;3;5;-2;3;5;-2;5;5
2174;D;"Dd;Ds;E";Venuti;Fiorentina;3;3;0;3;3;0;6;6
2180;D;"Dd;E";Karsdorp;Roma;3;10;-7;3;10;-7;5;5
2192;D;Dc;Bonifazi;Bologna;3;4;-1;3;4;-1;6;6
2633;D;Dc;Kjaer;Milan;3;5;-2;3;5;-2;17;17
2769;D;Dc;Magnani;Verona;3;3;0;3;3;0;2;2
4374;D;Dc;Walukiewicz;Empoli;3;4;-1;3;4;-1;5;5
4401;D;Dc;Gabbia;Milan;3;1;2;3;1;2;4;4
4979;D;"Dd;Dc";Ayhan;Sassuolo;3;5;-2;3;6;-3;8;8
5354;D;"Ds;E";Ruggeri;Atalanta;3;1;2;3;1;2;3;3
5527;D;"Dd;E";Zanoli;Sampdoria;3;3;0;3;3;0;2;2
5739;D;"Dd;Dc";De Winter;Empoli;3;4;-1;3;5;-2;6;7
5750;D;Dc;Ostigard;Napoli;3;7;-4;3;7;-4;10;10
5831;D;Dc;Gatti;Juventus;3;5;-2;3;5;-2;10;10
118;D;Dc;Radovanovic;Salernitana;2;5;-3;2;5;-3;6;6
139;D;Dc;Dermaku;Lecce;2;4;-2;2;4;-2;2;2
253;D;"Dd;Ds;Dc";D'ambrosio;Inter;2;8;-6;2;9;-7;8;10
487;D;"Dd;E";De Silvestri;Bologna;2;9;-7;2;9;-7;4;4
630;D;"E;C";Sala;Spezia;2;5;-3;2;6;-4;5;6
2312;D;Dc;Hristov;Spezia;2;3;-1;2;3;-1;6;6
2446;D;"Dd;Dc";Donati;Monza;2;4;-2;2;4;-2;6;7
4495;D;Dc;Kumbulla;Roma;2;4;-2;2;4;-2;7;7
4897;D;Dc;Pirola;Salernitana;2;4;-2;2;4;-2;5;5
4983;D;"Dd;Ds;E";Ferrer;Spezia;2;3;-1;2;4;-2;3;4
5316;D;"Ds;Dc";Amione;Sampdoria;2;2;0;2;3;-1;5;6
5399;D;Dc;Antov;Monza;2;1;1;2;1;1;1;1
5514;D;"Ds;Dc";Vasquez;Cremonese;2;6;-4;2;6;-4;7;7
5833;D;Dc;Gila;Lazio;2;4;-2;2;4;-2;6;6
5856;D;"Dd;E";Sambia;Salernitana;2;7;-5;2;7;-5;6;6
6064;D;Dc;Hendry;Cremonese;2;4;-2;2;4;-2;9;9
6118;D;"Ds;E";Moutinho J.;Spezia;2;2;0;2;2;0;5;5
11;D;"Dd;E";Conti;Sampdoria;1;3;-2;1;3;-2;2;2
84;D;Dc;Marrone;Monza;1;4;-3;1;4;-3;1;1
144;D;Dc;Tonelli;Empoli;1;1;0;1;1;0;1;1
259;D;Dc;Murillo;Sampdoria;1;3;-2;1;3;-2;7;7
329;D;"Ds;Dc";Radu;Lazio;1;2;-1;1;2;-1;1;1
360;D;Dc;Paletta;Monza;1;2;-1;1;2;-1;1;1
464;D;"Dd;E";Florenzi;Milan;1;7;-6;1;7;-6;2;2
633;D;"Ds;E";Fares;Lazio;1;2;-1;1;2;-1;1;1
2252;D;"Ds;Dc";Marchizza;Sassuolo;1;2;-1;1;2;-1;2;2
2279;D;Dc;Romagna;Sassuolo;1;1;0;1;1;0;1;1
4378;D;"Ds;Dc;E";Ranieri L.;Fiorentina;1;1;0;1;1;0;2;2
4438;D;"Dd;Ds;E";Cassandro;Lecce;1;1;0;1;1;0;2;2
4519;D;Dc;Cetin;Lecce;1;5;-4;1;5;-4;5;5
4521;D;"Dd;E";Muldur;Sassuolo;1;5;-4;1;5;-4;2;2
4870;D;Dc;Adopo;Torino;1;1;0;1;1;0;3;3
4925;D;"Ds;Dc";Carboni;Monza;1;5;-4;1;6;-5;6;7
4934;D;Dc;Lovato;Salernitana;1;6;-5;1;6;-5;10;11
4960;D;Dc;Tuia;Lecce;1;3;-2;1;3;-2;2;2
5424;D;"Dd;Dc";Amey;Bologna;1;1;0;1;1;0;1;1
5456;D;"Dd;E";Ferrarini;Monza;1;1;0;1;1;0;2;2
5509;D;"Ds;E";Vina;Roma;1;3;-2;1;3;-2;1;1
5740;D;"Dd;E";Zanotti;Inter;1;1;0;1;1;0;1;1
5747;D;Dc;Ruan;Sassuolo;1;3;-2;1;3;-2;3;3
5764;D;Dc;Coppola D.;Verona;1;2;-1;1;2;-1;5;5
5804;D;"Ds;E";Cacace;Empoli;1;3;-2;1;3;-2;3;3
5846;D;E;Bayeye;Torino;1;1;0;1;1;0;1;1
5848;D;"Dd;E";Ebosele;Udinese;1;2;-1;1;2;-1;4;4
5849;D;"Ds;E";Buta;Udinese;1;1;0;1;1;0;1;1
6021;D;"Dc;Dd";Abankwah;Udinese;1;1;0;1;1;0;1;1
6023;D;Dc;Guessand A.;Udinese;1;1;0;1;1;0;1;1
6039;D;"Ds;Dc";Cabal;Verona;1;3;-2;1;3;-2;4;4
6043;D;Dc;Sosa;Bologna;1;2;-1;1;2;-1;3;3
6056;D;Dc;Guarino;Empoli;1;1;0;1;1;0;1;1
5839;C;"W;A";Kvaratskhelia;Napoli;31;18;13;31;18;13;230;230
632;C;"W;A";Zaccagni;Lazio;30;20;10;30;20;10;93;90
1870;C;C;Barella;Inter;28;20;8;28;19;9;89;89
152;C;"C;T";Zielinski;Napoli;26;19;7;26;19;7;88;88
645;C;"C;T";Milinkovic-Savic;Lazio;26;29;-3;26;29;-3;185;185
4486;C;W;Strefezza;Lecce;25;13;12;25;13;12;42;38
2085;C;T;Luis Alberto;Lazio;24;18;6;23;17;6;41;38
5685;C;"C;T";Koopmeiners;Atalanta;24;15;9;24;15;9;45;45
335;C;"W;A";Felipe Anderson;Lazio;23;19;4;23;19;4;73;71
2194;C;T;Calhanoglu;Inter;23;19;4;23;18;5;73;70
4825;C;"W;T";Diaz B.;Milan;23;11;12;23;11;12;38;36
5687;C;"W;T";Vlasic;Torino;23;15;8;23;15;8;73;73
2848;C;C;Frattesi;Sassuolo;21;16;5;21;16;5;63;63
4220;C;"M;C";Zambo Anguissa;Napoli;21;11;10;21;12;9;42;44
302;C;"W;T";Pereyra;Udinese;20;18;2;20;18;2;52;50
4479;C;"C;T";Elmas;Napoli;20;11;9;20;11;9;17;16
5119;C;T;Samardzic;Udinese;20;8;12;20;8;12;18;17
536;C;"W;A";Politano;Napoli;19;15;4;19;15;4;47;50
2379;C;C;Rabiot;Juventus;18;7;11;18;7;11;37;37
5001;C;"T;A";Miranchuk;Torino;18;8;10;18;8;10;46;44
5063;C;W;Radonjic;Torino;18;7;11;18;7;11;33;31
367;C;"C;W;T";Bonaventura;Fiorentina;17;14;3;17;16;1;44;48
4287;C;"M;C";Lobotka;Napoli;17;11;6;17;12;5;39;39
4449;C;"M;C";Tonali;Milan;17;16;1;17;16;1;52;58
530;C;T;Pellegrini Lo.;Roma;16;27;-11;16;26;-10;80;73
2818;C;"M;C";Bennacer;Milan;16;10;6;16;10;6;27;27
4658;C;"W;A";Ikone';Fiorentina;16;14;2;16;14;2;32;30
4711;C;"E;W";Kostic;Juventus;16;15;1;17;18;-1;59;63
5850;C;"C;T";Lovric;Udinese;16;6;10;16;6;10;16;16
332;C;W;Candreva;Salernitana;15;17;-2;15;17;-2;33;31
2741;C;"C;T";Pessina;Monza;15;13;2;15;13;2;35;35
5858;C;"C;T";Ferguson;Bologna;15;5;10;15;5;10;19;19
5880;C;"T;A";Ciurria;Monza;15;3;12;15;3;12;15;13
236;C;"E;W";Lazovic;Verona;14;13;1;14;13;1;30;33
2529;C;"T;A";Mkhitaryan;Inter;14;16;-2;14;16;-2;30;27
2077;C;T;Pasalic;Atalanta;13;22;-9;13;21;-8;53;49
2253;C;C;Bandinelli;Empoli;13;6;7;12;5;7;12;12
5823;C;"T;A";Baldanzi;Empoli;13;1;12;13;1;12;31;28
5878;C;"C;T";Colpani;Monza;13;4;9;13;4;9;14;14
303;C;"C;T";Pogba;Juventus;12;24;-12;12;24;-12;32;32
376;C;"W;T";Verdi;Verona;12;13;-1;12;13;-1;20;19
1978;C;"C;T";Sensi;Monza;12;12;0;12;12;0;18;18
2002;C;"W;A";Chiesa;Juventus;12;25;-13;12;25;-13;62;59
2009;C;"C;T";Lukic;Torino;12;13;-1;12;13;-1;33;33
2167;C;"W;A";Orsolini;Bologna;12;15;-3;12;15;-3;35;32
4970;C;W;Messias;Milan;12;14;-2;12;14;-2;35;32
5287;C;"M;C";Arslan;Udinese;12;6;6;12;6;6;9;9
5884;C;"M;C";Ranocchia F.;Monza;12;2;10;12;2;10;7;7
265;C;"M;C";Brozovic;Inter;11;15;-4;11;15;-4;36;38
795;C;"W;A";El Shaarawy;Roma;11;9;2;11;9;2;18;17
2172;C;T;Barak;Fiorentina;11;22;-11;10;21;-11;22;18
2528;C;M;Matic;Roma;11;7;4;11;7;4;11;11
2625;C;"C;T";Soriano;Bologna;11;12;-1;11;12;-1;13;14
4869;C;"M;C";Dominguez;Bologna;11;8;3;11;9;2;23;24
779;C;"M;C";Cristante;Roma;10;9;1;10;9;1;18;19
4465;C;"C;T";Fagioli;Juventus;10;3;7;10;3;7;24;24
5453;C;"M;C";Ricci S.;Torino;10;7;3;10;7;3;16;17
5844;C;"C;T";Thorstvedt;Sassuolo;10;9;1;10;9;1;27;27
5995;C;"T;A";De Ketelaere;Milan;10;21;-11;10;20;-10;32;30
150;C;"W;T";Saponara;Fiorentina;9;11;-2;9;11;-2;12;12
181;C;"M;C";Vecino;Lazio;9;6;3;10;7;3;10;11
827;C;"M;C";Locatelli;Juventus;9;14;-5;9;14;-5;30;32
1933;C;"M;C";Mandragora;Fiorentina;9;9;0;9;9;0;11;11
2766;C;"W;A";Zaniolo;Roma;9;19;-10;9;19;-10;59;56
2825;C;"M;C";Bourabia;Spezia;9;4;5;9;4;5;7;8
2857;C;"W;T";Traore' Hj.;Sassuolo;9;18;-9;9;18;-9;30;30
5451;C;T;Bajrami;Empoli;9;18;-9;8;17;-9;21;20
5504;C;"M;C";Coulibaly L.;Salernitana;9;6;3;9;6;3;17;18
5784;C;C;Aebischer;Bologna;9;4;5;8;3;5;10;10
5792;C;"C;T";Ederson D.s.;Atalanta;9;13;-4;9;13;-4;24;24
5813;C;"C;T";Miretti;Juventus;9;2;7;9;2;7;14;14
5999;C;C;Gonzalez J.;Lecce;9;2;7;9;2;7;18;18
6025;C;"E;C";Vilhena;Salernitana;9;8;1;9;9;0;18;20
22;C;M;De Roon;Atalanta;8;7;1;8;7;1;12;12
468;C;"M;C";Paredes;Juventus;8;13;-5;9;15;-6;18;19
1995;C;"W;T";Djuricic;Sampdoria;8;13;-5;8;13;-5;22;22
2638;C;"C;T";Wijnaldum;Roma;8;17;-9;8;17;-9;7;7
2839;C;"W;A";Sottil;Fiorentina;8;8;0;8;8;0;20;20
4515;C;"T;A";Agudelo;Spezia;8;9;-1;8;8;0;12;11
4896;C;"T;A";Maldini;Spezia;8;2;6;8;2;6;5;4
5329;C;"M;C";Makengo;Udinese;8;8;0;8;8;0;13;14
5422;C;"E;W";Zalewski;Roma;8;7;1;8;7;1;22;23
5869;C;"M;C";Blin;Lecce;8;2;6;8;2;6;7;7
5870;C;"M;C";Hjulmand;Lecce;8;6;2;8;7;1;12;13
6058;C;"M;C";Camara Ma.;Roma;8;7;1;8;8;0;22;23
333;C;"M;C";Cataldi;Lazio;7;8;-1;7;8;-1;14;15
697;C;"E;W";Cuadrado;Juventus;7;15;-8;7;15;-8;30;33
2008;C;C;Linetty;Torino;7;5;2;7;4;3;10;9
2161;C;C;Haas;Empoli;7;3;4;7;3;4;12;12
2392;C;M;Walace;Udinese;7;7;0;7;7;0;10;10
4178;C;"M;C";Ascacibar;Cremonese;7;6;1;7;7;0;8;9
4965;C;"M;C";Marin;Empoli;7;7;0;7;8;-1;12;13
4973;C;"C;W";Mckennie;Juventus;7;11;-4;7;11;-4;15;15
4992;C;"W;A";Gyasi;Spezia;7;10;-3;7;10;-3;17;15
5298;C;"C;T";Pobega;Milan;7;9;-2;7;9;-2;10;10
5735;C;T;Volpato;Roma;7;1;6;7;1;6;1;1
4143;C;"C;T";Ndombele';Napoli;6;11;-5;6;11;-5;23;23
4459;C;"M;C";Rovella;Monza;6;3;3;6;3;3;19;20
4522;C;"M;C";Amrabat;Fiorentina;6;8;-2;6;8;-2;15;15
4890;C;"M;C";Tameze;Verona;6;14;-8;6;14;-8;21;22
